avg_ret,winrate,trades
0.03688936354987704,0.8094758064516129,992
0.03522853827384549,0.5849056603773585,53
0.03499314490285268,0.5263157894736842,95
0.034697404855573766,0.3103448275862069,29
0.03448626788658253,0.9285714285714286,14
0.0343836233002515,0.432,125
0.03417105969476175,0.5433526011560693,173
0.03372937723112057,0.5581395348837209,215
0.03301400685513245,0.8461538461538461,13
0.0328929760617404,0.6666666666666666,3
0.03265476576490281,0.5256410256410257,234
0.03208546698744731,0.6506024096385542,83
0.03206763026414875,0.7705882352941177,170
0.03178071720499241,0.9013452914798207,223
0.031727571232270046,0.3728813559322034,59
0.03126228651006045,0.6274509803921569,51
0.030376101390811417,0.5833333333333334,12
0.030285914731248326,0.7459016393442623,122
0.029840439739373198,0.5531914893617021,47
0.028918996644063333,0.875,8
0.028665196601389588,0.6057692307692307,104
0.027090874497083705,0.8295454545454546,176
0.027088930782266582,0.5863874345549738,191
0.026574218574928376,0.6392405063291139,158
0.02579388275905684,0.44537815126050423,238
0.025666043318972195,0.6741573033707865,89
0.025639890432569357,0.32575757575757575,660
0.025581345784167663,0.8049414824447334,769
0.025558386321378107,0.48668280871670705,826
0.02547375308237274,0.5675675675675675,37
0.025003163316419313,0.5491228070175439,570
0.02489537420981733,0.6381578947368421,152
0.02387456416192939,0.5,28
0.023853908637195265,0.926530612244898,245
0.02352032920689707,0.7564102564102564,78
0.02335972329692583,0.2925170068027211,147
0.02307332825424617,0.581081081081081,74
0.0228768706885979,0.5407407407407407,540
0.02284196477885805,0.6,95
0.022746400602493607,0.42857142857142855,7
0.022663079097382095,0.5655172413793104,145
0.02231325471421853,0.4672897196261682,107
0.021989191127768464,0.4253521126760563,355
0.02189407362132092,0.7142857142857143,7
0.021625080751169257,0.75,8
0.021092301359958526,0.42395149065184434,1979
0.02101888948361289,0.6089965397923875,289
0.020861215973369828,0.34294871794871795,1560
0.020421263819974132,0.4,10
0.02030777876015901,0.4532188841201717,1165
0.020251199727240578,0.32075471698113206,106
0.020024854514866325,0.44029850746268656,134
0.019212009930899793,0.13389121338912133,478
0.019204977784733984,0.7135231316725978,562
0.019076668536723,0.40683229813664595,322
0.01903525239616476,0.4375,48
0.018940001150805078,0.725,40
0.018755894480534923,0.4580745341614907,644
0.018552037999852618,0.9166666666666666,324
0.018414768905676136,0.4025157232704403,159
0.018179760151920004,0.3157894736842105,19
0.018089212665106668,0.5490196078431373,51
0.017740549791438628,0.788235294117647,85
0.017426047352721078,0.5575757575757576,165
0.017087314619483193,0.5422885572139303,201
0.017051952978811423,0.6956521739130435,23
0.01648562107354453,0.42201834862385323,109
0.016390597285821772,0.6506024096385542,249
0.016345012583618427,0.46875,96
0.015997619801704367,0.9354838709677419,31
0.015640413167627203,0.5959595959595959,99
0.01540883627419875,0.4430379746835443,79
0.015222797774457689,0.394630998035731,10691
0.015042398348677715,0.7832764505119454,586
0.014699323483038575,0.48462064251537934,1463
0.014407602875511773,0.5813953488372093,43
0.013756122701482056,0.44,50
0.013180042331478653,0.3333333333333333,36
0.012737003246979179,0.4,5
0.012667949117011485,0.6875,32
0.012308846919142857,0.3024390243902439,205
0.012180526087918815,0.32608695652173914,138
0.011440617482059068,0.41499889713991617,68005
0.01119319220703941,0.40115440115440115,693
0.01079866539852729,0.3338150289017341,692
0.010448132595587937,0.1375,80
0.010293260052380437,0.5437100213219617,469
0.009988589073114739,0.3230769230769231,585
0.009962164017983482,0.4140625,128
0.009902963386981673,0.2807017543859649,114
0.009457153654088026,0.4423076923076923,104
0.009367416153157842,0.5489833641404805,1082
0.009243295459249583,0.3599211328195017,11158
0.009150535160755145,0.568,125
0.009078585430716709,0.625531914893617,235
0.008896798411253298,0.4489795918367347,49
0.008423990197792015,0.25,8
0.008228292201737115,0.4110032362459547,927
0.00783419076005395,0.5714285714285714,322
0.007390110483555445,0.325,120
0.007370142236552311,0.4838709677419355,31
0.00729213082797152,0.2926829268292683,41
0.007144594460610317,0.26229508196721313,61
0.007129161792474225,0.48717948717948717,39
0.006961073343361411,0.38964241676942046,811
0.005586491406659992,0.38461538461538464,156
0.005257323123092083,0.348993288590604,149
0.005020231074651119,0.31683168316831684,101
0.0048596267878607624,0.05128205128205128,39
0.00482031649805675,0.19205298013245034,151
0.004694374488095701,0.34459459459459457,592
0.00453469269026559,0.036231884057971016,276
0.004045832946901035,0.2631578947368421,38
0.003934901460315857,0.322435174746336,1774
0.0037043554071788066,0.3263157894736842,190
0.0030063472588725587,0.6842105263157895,19
0.0027101480553731227,0.5,36
0.0026421722061736016,0.23908045977011494,435
0.0024452812351622153,0.8666666666666667,15
0.002427071869740842,0.2077922077922078,1309
0.002245814618209258,0.5,2
0.001434181021792622,0.35082872928176795,26064
0.0011825138802605715,0.3585476550680787,1983
0.0009736298519091554,0.37340619307832423,1647
0.0008970678695068055,0.5,2
0.0008051904573381499,0.08695652173913043,23
0.0004126875815433863,0.9901960784313726,102
1.0028077335736708e-05,1.0,88
0.0,0.0,1
0.0,0.0,2
0.0,0.0,1
0.0,0.0,2
0.0,0.0,3
0.0,0.0,2
0.0,0.0,163
0.0,0.0,2
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,17
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,15
0.0,0.0,1
0.0,0.0,34
0.0,0.0,1
0.0,0.0,3
0.0,0.0,3
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-0.00030930409584783975,0.0,4
-0.0003635717783372849,0.0,5
-0.00038293497261407975,0.0,7
-0.0005909639311624056,0.0,4
-0.0007516175393013729,0.0,4
-0.0009788858382269597,0.0,3
-0.0009972745772135086,0.0,3
-0.002115829077702581,0.0,5
-0.0030031720436830087,0.0,6
-0.0030545039267240977,0.28497109826589595,1730
-0.004018149018653264,0.13333333333333333,30
-0.004037978256940076,0.2,10
-0.004266474682925469,0.16363636363636364,1265
-0.005717865800405853,0.0752212389380531,226
-0.005795278145158594,0.10056497175141244,885
-0.007370807726289507,0.32838709677419353,4650
-0.007564422223386935,0.0,10
-0.008152945575223343,0.125,8
-0.008508538231901572,0.0,10
-0.010572110395633286,0.2685025817555938,581
-0.01688999926125281,0.3494791666666667,1920
-0.019445497523974606,0.14756944444444445,1152
-0.01971743572829995,0.26666666666666666,30
-0.021287878134813996,0.0,220
-0.03261402394850408,0.16477272727272727,352
-0.0339933693620948,0.0,2
-0.053329228522381325,0.0,5
-0.08440028030507707,0.2569444444444444,144
-0.08644770571812367,0.0,8
-0.1654721654613853,0.0,8
-0.21324509454654558,0.0,3
-0.3222663693345319,0.0,2
-0.572097292608106,0.0,5
-1.0421763677703146,0.0,2
-1.5530415560488713,0.0,36
-384.5050115712891,0.0,1
